"{""type"":""handy""}",
80330,62
80396,47
80463,0
80530,14
80596,61
80663,42
80730,0
80796,16
80830,53
80863,60
80930,42
80996,0
81063,15
81130,57
81196,41
81263,0
81330,15
81430,63
81530,44
81596,0
81896,71
81963,77
82030,25
82430,60
82530,45
82596,0
82896,71
82963,80
83030,24
83230,30
83430,66
83496,47
83563,0
84263,0
84363,46
84430,60
85430,66
85496,53
85596,6
85663,0
85830,63
85896,55
85996,10
86063,0
86230,63
86296,52
86396,10
86463,0
86630,62
86696,53
86796,8
86863,0
87030,62
87096,52
87163,10
87230,0
87396,60
87463,46
87530,10
87596,0
87730,63
87796,52
87863,13
87930,0
88063,61
88130,51
88196,10
88263,0
88396,60
88463,50
88530,13
88596,0
88730,60
88796,47
88863,13
88930,0
89063,56
89130,45
89196,11
89263,0
89396,57
89463,43
89530,13
89596,0
89763,60
89830,47
89930,11
89996,0
90263,72
90330,80
90396,26
90563,0
90696,62
90796,51
90896,12
90963,0
91230,47
91263,51
91363,0
91530,1
91596,13
91696,56
91763,48
91863,11
91930,0
92563,0
92696,20
92830,33
93830,60
93930,44
93996,0
94096,16
94163,51
94230,58
94330,44
94396,0
94496,15
94563,50
94630,60
94730,42
94796,0
94896,17
94963,50
95030,57
95130,45
95196,0
95296,15
95363,47
95396,56
95530,43
95596,0
95663,11
95730,45
95796,56
95863,41
95930,0
95996,11
96063,47
96130,56
96196,43
96263,0
96296,7
96330,47
96396,58
96463,42
96530,0
96563,8
96596,44
96663,60
96730,42
96796,0
96830,7
96863,41
96930,57
96996,40
97063,0
97130,14
97196,57
97263,42
97330,0
97396,16
97430,44
97463,57
97530,40
97596,0
97663,14
97696,42
97730,54
97796,40
97863,0
97930,17
98030,0
98130,17
98163,37
98230,47
98463,77
98530,100
98563,100
99196,100
99263,36
99563,100
99630,42
100263,100
100330,41
102296,100
103296,58
103362,47
103462,8
103529,0
103696,58
103762,46
103862,10
103929,0
104096,60
104162,50
104262,11
104329,0
104496,58
104562,46
104662,8
104729,0
104896,58
104962,45
105029,10
105096,0
105262,58
105329,50
105396,14
105462,0
105596,58
105662,46
105729,11
105796,0
105929,61
105996,54
106062,14
106129,0
106262,60
106329,48
106396,12
106462,0
106596,58
106662,47
106729,12
106796,0
106929,55
106996,44
107062,10
107129,0
107262,58
107329,48
107396,11
107462,0
107629,60
107729,48
107862,10
108429,0
109196,100
109262,88
109296,83
109329,65
109429,58
109662,100
109762,100
109829,42
110296,100
110362,100
110429,44
112096,100
113096,61
113196,51
113396,10
113496,0
113629,44
113762,60
113829,50
113996,7
114062,0
114129,8
114196,43
114296,58
114362,51
114462,14
114562,0
114629,12
114696,51
114729,57
114796,45
114862,15
114996,0
115062,12
115096,44
115162,57
115229,45
115296,10
115396,0
115462,11
115496,34
115562,60
115629,48
115729,11
115796,0
115862,42
115929,60
115996,50
116062,12
116129,0
116196,41
116262,58
116329,48
116362,14
116429,0
116496,43
116562,60
116629,47
116696,10
116729,0
116829,44
116896,58
116929,50
116962,14
117029,0
117129,46
117196,61
117229,54
117296,11
117329,0
117429,51
117496,62
117529,52
117596,11
117629,0
117729,45
117796,60
117862,51
117962,15
118062,0
118196,44
118262,50
118329,0
118496,0
118629,41
118762,61
118829,50
118929,14
119029,0
119162,45
119229,51
119296,0
119462,0
119796,60
120029,57
120096,0
120429,0
120496,10
120562,42
120696,61
121696,60
121796,46
121962,11
122096,0
122196,11
122229,41
122362,57
122429,46
122562,8
122662,0
122796,45
122896,62
122962,51
123062,13
123162,0
123262,45
123329,57
123396,48
123496,11
123596,0
123696,45
123762,58
123829,50
123896,12
123996,0
124096,43
124162,57
124229,48
124329,11
124396,0
124462,42
124529,60
124596,48
124662,12
124729,0
124796,41
124862,58
124896,52
124962,14
125029,0
125096,43
125162,58
125229,48
125329,0
125396,12
125429,43
125496,56
125562,13
125629,0
125696,12
125796,61
125862,13
125929,0
125996,11
126096,58
126162,14
126229,0
126296,16
126362,58
127196,0
127329,7
127429,33
127496,35
127562,46
127862,71
128229,72
128329,84
128362,100
129029,100
129096,38
129796,100
129962,100
130029,38
130496,25
