"{""type"":""handy""}",
82663,62
82729,47
82796,0
82863,14
82929,61
82996,42
83063,0
83129,16
83163,53
83196,60
83263,42
83329,0
83396,15
83463,57
83529,41
83596,0
83663,15
83763,63
83863,44
83929,0
84229,71
84296,77
84363,25
84763,60
84863,45
84929,0
85229,71
85296,80
85363,24
85563,30
85763,66
85829,47
85896,0
86596,0
86696,46
86763,60
87796,66
87862,53
87962,6
88029,0
88196,63
88262,55
88362,10
88429,0
88596,63
88662,52
88762,10
88829,0
88996,62
89062,53
89162,8
89229,0
89396,62
89462,52
89529,10
89596,0
89762,60
89829,46
89896,10
89962,0
90096,63
90162,52
90229,13
90296,0
90429,61
90496,51
90562,10
90629,0
90762,60
90829,50
90896,13
90962,0
91096,60
91162,47
91229,13
91296,0
91429,56
91496,45
91562,11
91629,0
91762,57
91829,43
91896,13
91962,0
92129,60
92196,47
92296,11
92362,0
92629,72
92696,80
92762,26
92929,0
93062,62
93162,51
93262,12
93329,0
93596,47
93629,51
93729,0
93896,1
93962,13
94062,56
94129,48
94229,11
94296,0
94929,0
95062,20
95196,33
96229,60
96329,44
96395,0
96495,16
96562,51
96629,58
96729,44
96795,0
96895,15
96962,50
97029,60
97129,42
97195,0
97295,17
97362,50
97429,57
97529,45
97595,0
97695,15
97762,47
97795,56
97929,43
97995,0
98062,11
98129,45
98195,56
98262,41
98329,0
98395,11
98462,47
98529,56
98595,43
98662,0
98695,7
98729,47
98795,58
98862,42
98929,0
98962,8
98995,44
99062,60
99129,42
99195,0
99229,7
99262,41
99329,57
99395,40
99462,0
99529,14
99595,57
99662,42
99729,0
99795,16
99829,44
99862,57
99929,40
99995,0
100062,14
100095,42
100129,54
100195,40
100262,0
100329,17
100429,0
100529,17
100562,37
100629,47
100862,77
100929,100
100962,100
101595,100
101662,36
101962,100
102029,42
102662,100
102729,41
104695,100
105729,58
105795,47
105895,8
105962,0
106129,58
106195,46
106295,10
106362,0
106529,60
106595,50
106695,11
106762,0
106929,58
106995,46
107095,8
107162,0
107329,58
107395,45
107462,10
107529,0
107695,58
107762,50
107829,14
107895,0
108029,58
108095,46
108162,11
108229,0
108362,61
108429,54
108495,14
108562,0
108695,60
108762,48
108829,12
108895,0
109029,58
109095,47
109162,12
109229,0
109362,55
109429,44
109495,10
109562,0
109695,58
109762,48
109829,11
109895,0
110062,60
110162,48
110295,10
110862,0
111629,100
111695,88
111729,83
111762,65
111862,58
112095,100
112195,100
112262,42
112729,100
112795,100
112862,44
114529,100
115562,61
115662,51
115862,10
115962,0
116095,44
116228,60
116295,50
116462,7
116528,0
116595,8
116662,43
116762,58
116828,51
116928,14
117028,0
117095,12
117162,51
117195,57
117262,45
117328,15
117462,0
117528,12
117562,44
117628,57
117695,45
117762,10
117862,0
117928,11
117962,34
118028,60
118095,48
118195,11
118262,0
118328,42
118395,60
118462,50
118528,12
118595,0
118662,41
118728,58
118795,48
118828,14
118895,0
118962,43
119028,60
119095,47
119162,10
119195,0
119295,44
119362,58
119395,50
119428,14
119495,0
119595,46
119662,61
119695,54
119762,11
119795,0
119895,51
119962,62
119995,52
120062,11
120095,0
120195,45
120262,60
120328,51
120428,15
120528,0
120662,44
120728,50
120795,0
120962,0
121095,41
121228,61
121295,50
121395,14
121495,0
121628,45
121695,51
121762,0
121928,0
122262,60
122495,57
122562,0
122895,0
122962,10
123028,42
123162,61
124195,60
124295,46
124461,11
124595,0
124695,11
124728,41
124861,57
124928,46
125061,8
125161,0
125295,45
125395,62
125461,51
125561,13
125661,0
125761,45
125828,57
125895,48
125995,11
126095,0
126195,45
126261,58
126328,50
126395,12
126495,0
126595,43
126661,57
126728,48
126828,11
126895,0
126961,42
127028,60
127095,48
127161,12
127228,0
127295,41
127361,58
127395,52
127461,14
127528,0
127595,43
127661,58
127728,48
127828,0
127895,12
127928,43
127995,56
128061,13
128128,0
128195,12
128295,61
128361,13
128428,0
128495,11
128595,58
128661,14
128728,0
128795,16
128861,58
129695,0
129828,7
129928,33
129995,35
130061,46
130361,71
130728,72
130828,84
130861,100
131528,100
131595,38
132295,100
132461,100
132528,38
132995,25
